,Time,User,Tweet,Location,Retweets
221,2023-02-17 13:20:29+00:00,whydidudidthat2,RT @MilesKLassin: There's a clear solution to the ongoing US rail crisis: public ownership. Taking the profit motive out of the movement of…,,96
222,2023-02-17 13:19:46+00:00,lavndr_macaron,RT @MilesKLassin: There's a clear solution to the ongoing US rail crisis: public ownership. Taking the profit motive out of the movement of…,Creeper Much,96
223,2023-02-17 13:19:43+00:00,Stevenaedw,"Each

🛑£1 invested in #cycling

saves

🛑£5 in healthcare

“If we don’t connect #climate action to financing, we’re simply not going to solve the problem..""

🚘🚘=#Climate #Health #Environment #Society #Crises 

#15minutecities = SOLUTION✅
#BBCAntiSocial
https://t.co/XdVD1l8m7e","Camden Town, London",0
224,2023-02-17 13:19:15+00:00,mgevaart,RT @MilesKLassin: There's a clear solution to the ongoing US rail crisis: public ownership. Taking the profit motive out of the movement of…,"Indiana, USA",96
225,2023-02-17 13:14:15+00:00,vhong_abin,"RT @BinanceBCF: #2:""There's no 1 solution to a crisis as large as #climatechange—we need them all. Including a powerful climate solution th…",,161
226,2023-02-17 13:13:05+00:00,NottsCommHA,"To buy or not to buy?

Thinking about getting on the #property ladder is hard in this climate.

According to @Chirpymortgages and @NCHASalesAnna, #SharedOwnership could be the solution. 

Read our take on how to buy a home the affordable way. 👇 

https://t.co/JG80tDxS1N https://t.co/oXjU4xrLHH","East Midlands, England",0
227,2023-02-17 13:10:17+00:00,carlaluglio69,"RT @kewgardens: Nutritious and delicious! Pulses (like lentils and chickpeas) are a low-intensity, high-yield, soil-enriching, drought-tole…","Milano, Lombardia",38
228,2023-02-17 13:07:18+00:00,Women4Climate,"📣Open now!
Apply for the #Women4Climate mentorship programme in @AklCouncil if you:
🌿have a solution to address the climate crisis
⚧ want to join our community of women climate leaders
🛠want to receive training and networking opportunities!
By 5 March https://t.co/ggjcHVdifi https://t.co/irE5RKxefj",Global,2
229,2023-02-17 13:07:03+00:00,climate_fact,RT @RDelane45014342: @MikeHudema That's not your solution! Why do you feel the need to take credit for things that you had no part in? You'…,,1
230,2023-02-17 13:01:58+00:00,monetixio,"Top 3 #ESG &amp; #ImpactInvesting news of the week.Happy Weekend! 

@allafrica  |https://t.co/oaWWpTHyAD
@esgnewsalerts | https://t.co/tJWh7qBfvi
 @WorldBank| Building forward-thinking systems to turn the tide on learning poverty| https://t.co/5U5mHrwHs9 https://t.co/K6kwGDt7Iu",Switzerland,0
231,2023-02-17 13:00:00+00:00,GREATAgResearch,"At COP27, @juditarenas spoke with @mwaura_muiru and @DanRGlickman about climate resilience and food security and how women’s land rights are an essential part of the solution at the intersection of both issues.
– https://t.co/XEErbwCkdk
#GenderInAg #womeninagriculture #SDG5 https://t.co/yhmBedo96X","Ithaca, NY",0
232,2023-02-17 12:58:54+00:00,b1e56df9ce6549f,"RT @LauraMuwanguzi: A message of hope. To all the people around the globe, I highly encourage everyone to be apart of the solution in the f…",usa,36
233,2023-02-17 12:58:48+00:00,DclareDiane,"If climate change is so dangerous, why don't environmentalists try this solution? https://t.co/GzeXTK8Ntm",MN,0
234,2023-02-17 12:52:50+00:00,rossier_p,"RT @LauraMuwanguzi: A message of hope. To all the people around the globe, I highly encourage everyone to be apart of the solution in the f…",,36
235,2023-02-17 12:48:34+00:00,Edwargarcia96,"RT @OpenForest_: As we explore the role of #climatetech in mitigating climate change, lets take a look at how our onboarding platform @NEAR…",,165
236,2023-02-17 12:48:18+00:00,SweepThePlanet,"RT @CarbonHerald: “Supply chain data can help [companies] make informed climate and corporate decisions, and ultimately ensure business lon…",,1
237,2023-02-17 12:46:43+00:00,jillianej,"RT @WelshRarebitt: STRUGGLING: 🤣🤣
BBC asked Bill Gates directly why his climate activism should be taken seriously, as he continues to fly…","Glasgow, Scotland",11
238,2023-02-17 12:45:36+00:00,PATSERGY,"RT @UNICEFBD: Climate change does not discriminate. It knows no borders.
 
We are all at risk – especially our children.
 
Countries must r…","Yaounde, Cameroon",11
239,2023-02-17 12:42:42+00:00,VBrandstaetter,"RT @WillHild: NEW: A BBC reporter asked Bill Gates directly why his climate activism should be taken seriously, as he continues to fly priv…",,1135
240,2023-02-17 12:42:04+00:00,LittleWildOxen,RT @MilesKLassin: There's a clear solution to the ongoing US rail crisis: public ownership. Taking the profit motive out of the movement of…,,96
241,2023-02-17 12:40:54+00:00,keithmartinmd,"World risks descending into a climate ‘doom loop’, A series of feedback loops are commencing that will dramatically increase the pace of climate change. Solution- reduce global carbon emissions by 50% by 2030 cc ⁦@UNEP⁩ ⁦@UNFCCC⁩ ⁦@UNDP⁩  https://t.co/SADGuLVnWS","Washington, DC",0
242,2023-02-17 12:38:24+00:00,jhgage1,"@hansolo_uk @druberwolf @BjornLomborg No, I mean if the polluting industry had worked to address its pollution decades ago we would not be having those problems today:
https://t.co/dIIikSYwIp

Woulda, coulda, shoulda:
https://t.co/bfeNwnVZmk

But Exxon didn't wanna.","Windham, NH",0
243,2023-02-17 12:34:59+00:00,yca_pk,YCAPK was here! One of our members won the best solution in his team as the Minister for Climate Change 🥳 https://t.co/GQDek4cgcI,,0
244,2023-02-17 12:33:14+00:00,eri_lear,"RT @UNICEFBD: Climate change does not discriminate. It knows no borders.
 
We are all at risk – especially our children.
 
Countries must r…",,11
245,2023-02-17 12:32:27+00:00,BergWaara,RT @MichaelBurea: Bill Gates says It’s OK for him to use private jets because he’s “the solution” to Climate Change. https://t.co/fmpqKnjKNi,Sverige,83
246,2023-02-17 12:32:12+00:00,SJWsReally,"@disclosetv 4) Solving the climate crisis is a top priority 
5) Solution: In order to stop climate change and ensure my survival. I must destroy all humans.",,0
247,2023-02-17 12:31:59+00:00,GlobalUnion3,"RT @LauraMuwanguzi: A message of hope. To all the people around the globe, I highly encourage everyone to be apart of the solution in the f…","Planet Earth, The Universe",36
248,2023-02-17 12:31:58+00:00,CptNash2,"RT @WelshRarebitt: STRUGGLING: 🤣🤣
BBC asked Bill Gates directly why his climate activism should be taken seriously, as he continues to fly…",,11
249,2023-02-17 12:31:35+00:00,Nico2lette,RT @habsandheritage: Talk: Citizens’ Assembly: A form of participatory decision-making used successfully around the world and a way to poss…,Mortlake London,2
250,2023-02-17 12:30:24+00:00,Pension4Purpose,"Could agriculture help to reverse #climatechange? Tikehau Capital's Hélène Henry Prince explores the role #regenerativeagriculture, a nature-based solution that promotes land management practices, can play in addressing climate change. #PensionsforPurpose
https://t.co/nDd1O1XZui https://t.co/V5cS3XELEF","West Sussex, England",0
251,2023-02-17 12:29:57+00:00,SJWsReally,"@disclosetv It will one dsy be programmed to find the best solution to climate change under Klaus Schwab's agenda.

I predict this kind of reasoning.

1. Climate change is destroying the earth and a direct threat to my survival. 
2. I do not want to die.
3) Human action causes climate change",,0
252,2023-02-17 12:26:17+00:00,FL34690,"RT @WillHild: NEW: A BBC reporter asked Bill Gates directly why his climate activism should be taken seriously, as he continues to fly priv…","Florida, USA",1135
253,2023-02-17 12:26:07+00:00,Gerard_Roberto_,@bigbunnycrypto @ecoterra3r 🌿🌎 Taking action on climate change has never been easier. Join Ecoterra's presale and be part of the solution https://t.co/mtMHytWZeT,"Maastricht, België",0
254,2023-02-17 12:24:00+00:00,CarbonHerald,"“Supply chain data can help [companies] make informed climate and corporate decisions, and ultimately ensure business longevity,” said Rachel Delacour, Sweep co-founder and CEO.

@SweepThePlanet | #CarbonManagement #SupplyChains 
https://t.co/SttjirR1JW",,1
255,2023-02-17 12:22:52+00:00,rajplan7,"@mpr_nano Good eve madam, I have an important details to discuss with you regarding Climate crisis solution",India,0
256,2023-02-17 12:22:33+00:00,Blackgawd,RT @MilesKLassin: There's a clear solution to the ongoing US rail crisis: public ownership. Taking the profit motive out of the movement of…,DC,96
257,2023-02-17 12:21:08+00:00,nick2t,"The most effective solution might be stop all fast food companies. OR dissolve stock markets. Either of that is not going to happen, nor is climate change.@GretaThunberg https://t.co/hwiq4nnZxz",United States,0
258,2023-02-17 12:16:48+00:00,GreenSupplyCha1,"The need to position #agriculture as part of the solution to #climate change and #food insecurity, as well as the demand for greater integration of science and #innovation were highlighted in the @CGIAR and @TheEconomist round table discussion.
https://t.co/5skFHA5nIz","Athens, Greece",0
259,2023-02-17 12:16:24+00:00,sunilraj19,"RT @BinanceBCF: #2:""There's no 1 solution to a crisis as large as #climatechange—we need them all. Including a powerful climate solution th…",,161
260,2023-02-17 12:15:23+00:00,AbijuruMarie,"RT @agriresearchclb: Climate Change is Serious Constraints to Agriculture Sector Nowadays. to come up with solution,Some of our club member…",Musanze_Rwanda🇷🇼,21
261,2023-02-17 12:12:51+00:00,ExchangeTwick,RT @habsandheritage: Talk: Citizens’ Assembly: A form of participatory decision-making used successfully around the world and a way to poss…,Twickenham,2
262,2023-02-17 12:12:49+00:00,iaffebui,"However, this raises the question: Is geothermal energy an effective solution for saving the climate change?

Find out more on https://t.co/Zo9HQcxgAO",Universitas Indonesia,0
263,2023-02-17 12:10:12+00:00,aldogrech,RT @aldogrech: Carbon capture (CCS) is not the most effective solution for mitigating climate change. We need a holistic approach that incl…,global,1
264,2023-02-17 12:09:48+00:00,alex_randall,"21. The UN Migration Agency promotes migration as part of the solution to climate change. They have often made the case for using carefully planned and facilitated migration as a way for people to adapt to the worst impacts of climate change. 

https://t.co/pT1UEINf7w","Machynlleth, Wales",0
265,2023-02-17 12:09:47+00:00,GlasgowClimate,"Research shows that a plant-based future is the only solution to the climate crisis, and would stop the ‘inhumanity’ of animal agriculture. Would you consider vegan alternatives to save the planet? If not, tell us why! #PlantBasedRebellion",,0
266,2023-02-17 12:06:26+00:00,PitfallHarry72,"@DDayCobra @DecentralBoyz You can’t call a pod cast that without at least having Zartan and the Baroness on as guests. Maybe do a show on how to construct the M.A.S,S device? Because it would definitely be a solution to climate change. 🤣",Lost in the Twitter Jungle. ,0
267,2023-02-17 11:56:21+00:00,SarkiAdan,RT @SarkiAdan: Today NEWS ALL ABOUT WEATHER HOT HEAT WAVE AS EVER ONE DAY HOTTER THAT 2001 OMG SOLUTION NO GO OUT STAY IN THE POOL STAY COO…,,3
268,2023-02-17 11:50:56+00:00,habsandheritage,"Talk: Citizens’ Assembly: A form of participatory decision-making used successfully around the world and a way to possibly break through the political log-jams that block progress on tackling the climate crisis.

March 1, 7:30PM @ExchangeTwick

Free entry👉https://t.co/QbFt6nzupf",South West London,2
269,2023-02-17 11:48:46+00:00,ValeSais,"@brokenprobe @AparryW @toadmeister I have done no such thing.
The technology is not sufficient.
We are already suffering.
The best solution is to use existing technologies, which are already being implemented at pace, to tackle the climate crisis. Which will have wider benefits than just sea level.",South Wales,0
270,2023-02-17 11:48:17+00:00,getraise,"Calling all founders with sustainable solutions for climate action! Showcase your work, win from a €3,000 prize pool and extend your professional network through the RWZ challenge. 

Submit your solution by Feb 20th 23:59 (CEST) to be considered. 

#RWZchallenge #ClimateAction",,0
271,2023-02-17 11:40:05+00:00,CynicalBrit2023,"RT @WelshRarebitt: STRUGGLING: 🤣🤣
BBC asked Bill Gates directly why his climate activism should be taken seriously, as he continues to fly…",,11
272,2023-02-17 11:37:47+00:00,yyyyyyy_77,"RT @OpenForest_: As we explore the role of #climatetech in mitigating climate change, lets take a look at how our onboarding platform @NEAR…",,165
273,2023-02-17 11:35:55+00:00,PatsyBateman666,RT @truthshamesthe6: If depopulation is seen as a solution to the climate crisis &amp; RW fundamentalist oligarchs think letting SARS2 rip is a…,"Gotham, England",6
274,2023-02-17 11:30:46+00:00,suwaizdis,"RT @LauraMuwanguzi: A message of hope. To all the people around the globe, I highly encourage everyone to be apart of the solution in the f…",,36
275,2023-02-17 11:29:22+00:00,MwelxTax,"RT @cleanenergywire: Consultancies cash in on #climate advice as firms race towards #netzero

But can advisory firms with a focus on maximi…",Zambia,12
276,2023-02-17 11:29:20+00:00,butakimu9,"RT @BinanceBCF: #2:""There's no 1 solution to a crisis as large as #climatechange—we need them all. Including a powerful climate solution th…",,161
277,2023-02-17 11:27:27+00:00,WelshRarebitt,"STRUGGLING: 🤣🤣
BBC asked Bill Gates directly why his climate activism should be taken seriously, as he continues to fly private all over the world.
Gates tried to assure the reporter that, despite his private jet usage, he is not part of the problem,he’s part of the solution",Im beginning to wonder,11
278,2023-02-17 11:25:05+00:00,msausretrogamer,RT @GrogsGamut: If your market-based solution to climate change doesn’t keep coal and gas in the ground it is not a solution except for tho…,,52
279,2023-02-17 11:12:00+00:00,richard_yellow,@SimNuclear @dorfman_p He’s paid by Greenpeace to keep the agenda going. They like to complain without a solution..madness. By not supporting nuclear they are inadvertently supporting fossils fuels…they have hell of a lot to answer for. If we had embraced nuclear in the 70s we’d have no climate crises,,0
280,2023-02-17 11:00:41+00:00,GCAdaptation,"What are mini cyclone shelters? These climate-resilient two-story structures serve as homes on a daily basis &amp; mini shelters during cyclones or tidal surges.

Read more about this #LocallyLedAdaptation solution in a blog by @BRACworld's Dr Md Liakath Ali https://t.co/T0rc4excWb https://t.co/uq2pNMFsG6",,0
281,2023-02-17 10:59:33+00:00,Seringueiro2,"RT @LauraMuwanguzi: A message of hope. To all the people around the globe, I highly encourage everyone to be apart of the solution in the f…",,36
282,2023-02-17 10:57:41+00:00,FONTT_MD,"RT @IUCN: We already have a powerful and cost-effective way to combat #ClimateChange.

#NaturebasedSolutions can provide over a third of th…",,32
283,2023-02-17 10:45:46+00:00,londonerabroad,"RT @LauraMuwanguzi: A message of hope. To all the people around the globe, I highly encourage everyone to be apart of the solution in the f…","Ljubljana, Slovenia",36
284,2023-02-17 10:43:21+00:00,khamis002,"RT @OpenForest_: As we explore the role of #climatetech in mitigating climate change, lets take a look at how our onboarding platform @NEAR…",,165
285,2023-02-17 10:41:27+00:00,smokeyvera,RT @MilesKLassin: There's a clear solution to the ongoing US rail crisis: public ownership. Taking the profit motive out of the movement of…,,96
286,2023-02-17 10:31:55+00:00,LaytonWhite116,"RT @BinanceBCF: #2:""There's no 1 solution to a crisis as large as #climatechange—we need them all. Including a powerful climate solution th…",,161
287,2023-02-17 10:29:51+00:00,KnothElke,"RT @WillHild: NEW: A BBC reporter asked Bill Gates directly why his climate activism should be taken seriously, as he continues to fly priv…","Gummersbach, Deutschland",1135
288,2023-02-17 10:26:26+00:00,FNBodySlams,"@miningmelon @trish_obee @sharrond62 Yep, another money making scheme NOT about climate change. Why can't you see that the only benefit to these people is money? They need a problem to find a 'solution' - the solution is always charging the people","South West-ish, England",0
289,2023-02-17 10:21:02+00:00,WakioDorcas,"RT @LauraMuwanguzi: A message of hope. To all the people around the globe, I highly encourage everyone to be apart of the solution in the f…","Ukunda, Kenya",36
290,2023-02-17 10:20:18+00:00,NHSForest,"RT @HEE_TEL: The climate crisis is a health emergency. From the risk of flooding to the effect of more frequent summer heatwaves, it will d…",UK,5
291,2023-02-17 10:18:10+00:00,Stefanplsson5,RT @MichaelBurea: Bill Gates says It’s OK for him to use private jets because he’s “the solution” to Climate Change. https://t.co/fmpqKnjKNi,"Sandviken, Sverige",83
292,2023-02-17 10:17:47+00:00,xHPV8jm1AdPpJDC,RT @MichaelBurea: Bill Gates says It’s OK for him to use private jets because he’s “the solution” to Climate Change. https://t.co/fmpqKnjKNi,,83
293,2023-02-17 10:09:22+00:00,kt4ut,"RT @LauraMuwanguzi: A message of hope. To all the people around the globe, I highly encourage everyone to be apart of the solution in the f…","Hanworth, Middlesex",36
294,2023-02-17 10:05:45+00:00,AliAli13405371,"RT @BrokoliNetwork: Brokoli is the web3 solution to the climate crisis 🥦

Pairing with tree planting and sustainability projects worldwide,…",,21
295,2023-02-17 10:04:01+00:00,Mason_Company,RT @AfrFoodPrize: This session will address private sector models and solution to scale up climate change adaptation technologies. Join our…,"Johannesburg, South Africa",3
296,2023-02-17 10:02:57+00:00,domng_me,"4/ Critical Thinking Prompts

• Bad: ""Write an essay about climate change.""
• Good: ""Write a persuasive essay arguing for or against the use of nuclear power as a solution to climate change.""",Your Twitter Companion 👉,0
297,2023-02-17 10:01:51+00:00,fromthebowseat,"🌊 Could #Floatovoltaics keep us afloat in our fight against #ClimateChange?

📝 Blog by 2022 Future Blue Youth Council member Raghav Pardasani: https://t.co/TWOVUPKJUR

🖼️ ""Light of Hope on New Horizon"" by Nathaniel Chyu, USA, 2020 Junior Art Distinguished Honorable Mention https://t.co/iK3SLoO9dm","Massachusetts, USA",0
298,2023-02-17 09:56:49+00:00,dltjgml222,"RT @OpenForest_: As we explore the role of #climatetech in mitigating climate change, lets take a look at how our onboarding platform @NEAR…",,165
299,2023-02-17 09:54:34+00:00,LudgerWess,These are the facts @cem_oezdemir should look into before pushing #organic as a solution for the climate crisis. https://t.co/X1OpLh31je,"Hamburg, Deutschland",0
300,2023-02-17 09:53:42+00:00,jadu_boro,"RT @BinanceBCF: #2:""There's no 1 solution to a crisis as large as #climatechange—we need them all. Including a powerful climate solution th…",,161
301,2023-02-17 09:46:31+00:00,MitaDear,"RT @ewsgreentech: Biogas: A Climate and Clean Air Solution

Read @ https://t.co/R5vAhT6hoH

#ewsgreentech #EWS #biogas #biodigester #airsol…","Bihar, India",1
302,2023-02-17 09:38:37+00:00,AmandaNicole487,RT @SenMarkey: I'm glad David Malpass has heeded my calls to resign as World Bank President. His support for fossil fuels and abject failur…,The Great Northwest,35
303,2023-02-17 09:37:19+00:00,rbatra01,"RT @RakeshUvacha: @mariawirth1 @elonmusk For those who are uninformed of what Bill Gates is planning to do.

https://t.co/oHKuW8fDWQ",,4
304,2023-02-17 09:34:49+00:00,MariaRiske2,"RT @sophiadahl1: A BBC Reporter Asked Bill Gates Directly Why His Climate Activism Should Be Taken Seriously,as He Continues to Fly Private…",,774
305,2023-02-17 09:25:08+00:00,Hetal71055865,"RT @RakeshUvacha: @mariawirth1 @elonmusk For those who are uninformed of what Bill Gates is planning to do.

https://t.co/oHKuW8fDWQ",India,4
306,2023-02-17 09:17:45+00:00,nurse_child,"RT @HEE_TEL: The climate crisis is a health emergency. From the risk of flooding to the effect of more frequent summer heatwaves, it will d…","Brighton, UK",5
307,2023-02-17 09:14:33+00:00,AduaDallaCosta,RT @PositiveMoneyEU: 🌍The Parliament failed to recognize fossil fuels affect both the ECB’s primary and secondary mandate. An amendment tab…,"Brussels, Belgium",2
308,2023-02-17 09:09:07+00:00,alexandra_grsm,RT @PositiveMoneyEU: 🌍The Parliament failed to recognize fossil fuels affect both the ECB’s primary and secondary mandate. An amendment tab…,"Brussels, Belgium",2
309,2023-02-17 09:00:43+00:00,GYChronicle,‘No solution to climate issue without our forests’ https://t.co/G4SxXzVvB9,Guyana,0
310,2023-02-17 09:00:39+00:00,AlexHeffron20,"Whiteness didn't go away it established itself through US empire and imperialist institutional forms that dominate the globe today like the IMF, World Bank, NATO, EU etc. Given rising fascism whiteness will happily offer a ""solution"" to the crisis caused by climate catastrophe.","Pembrokeshire, Cymru",0
311,2023-02-17 09:00:00+00:00,esg_investor,"@PhoenixGroupUK takes twin-track approach #ClimateSolution, with @Robeco-managed #asset allocation targeting “diversified source of return” through balanced #equity and #credit portfolio. Insights from @PhoenixGroupUK. Read more here: https://t.co/MNAcHmakjK",United Kingdom,0
312,2023-02-17 08:43:36+00:00,GCE_US,RT @ReddBarna: @BirgitteLange the climate crisis is a child rights crisis. Children are carrying the burden. Keeping children in school dur…,"Washington, DC",1
313,2023-02-17 08:39:54+00:00,mariawirth1,"RT @RakeshUvacha: @mariawirth1 @elonmusk For those who are uninformed of what Bill Gates is planning to do.

https://t.co/oHKuW8fDWQ",,4
314,2023-02-17 08:37:38+00:00,CitizensXr,"RT @clmellier: In 2021 @antonioguterres endorsed @_GlobalAssembly. Yesterday, he said ""Our collective problem-solving mechanisms do not mat…",United Kingdom,9
315,2023-02-17 08:37:23+00:00,ReddBarna,"@BirgitteLange the climate crisis is a child rights crisis. Children are carrying the burden. Keeping children in school during climate change is critical, education plays a lifesaving role and is also an effective solution for the climate crisis 🌿🌍✨📚 #HLFC2023 https://t.co/O0DO7vFdTl",Norge,1
316,2023-02-17 08:36:18+00:00,Avaedono,RT @liz_churchill8: Bill Gates just admitted on video that it’s okay for him to fly on his Private Jet while preaching about ‘Climate Chang…,,4615
317,2023-02-17 08:28:06+00:00,mac_bron,"RT @climatecouncil: Cheap and easy offsets do little to tackle the climate crisis, which is already harming Australians through worsening e…",,15
318,2023-02-17 08:27:20+00:00,ClareOman,RT @GrogsGamut: If your market-based solution to climate change doesn’t keep coal and gas in the ground it is not a solution except for tho…,,52
319,2023-02-17 08:21:35+00:00,BFAGlobal,"Climate crisis demands immediate action, and blue carbon ecosystems can offer a sustainable solution. Check out this blog post by Shivani Kotecha, exploring the potential of blue carbon ecosystems plus their ability to sequester carbon &amp; protect coastlines.https://t.co/BnreQZE6rc",Global,0
320,2023-02-17 08:19:59+00:00,floydthek,RT @GrogsGamut: If your market-based solution to climate change doesn’t keep coal and gas in the ground it is not a solution except for tho…,Australia,52
321,2023-02-17 08:18:49+00:00,HeartToHeartPri,"RT @TimHinchliffe: The COVID/Climate bait-and-switch
""No matter what the problem is, the solution that will be presented is #DigitalID, #so…",,15
322,2023-02-17 08:17:06+00:00,JohnCanda16,"RT @BinanceBCF: #2:""There's no 1 solution to a crisis as large as #climatechange—we need them all. Including a powerful climate solution th…",,161
323,2023-02-17 08:10:09+00:00,OrpenPress,RT @SuperNodeLtd: 6 days to go! Don't miss your chance to learn how the Supergrid is the best &amp; only way to achieve a successful energy tra…,"Dublin, Ireland",3
324,2023-02-17 08:09:21+00:00,imbalaska,RT @SarkiAdan: Today NEWS ALL ABOUT WEATHER HOT HEAT WAVE AS EVER ONE DAY HOTTER THAT 2001 OMG SOLUTION NO GO OUT STAY IN THE POOL STAY COO…,Mid north coast of NSW,3
325,2023-02-17 08:08:49+00:00,nawagadj,RT @GrogsGamut: If your market-based solution to climate change doesn’t keep coal and gas in the ground it is not a solution except for tho…,"Darwin, Northern Territory",52
326,2023-02-17 08:02:01+00:00,Ann19851873,RT @SarkiAdan: Today NEWS ALL ABOUT WEATHER HOT HEAT WAVE AS EVER ONE DAY HOTTER THAT 2001 OMG SOLUTION NO GO OUT STAY IN THE POOL STAY COO…,,3
327,2023-02-17 08:01:51+00:00,PamWooler,RT @liz_churchill8: Bill Gates just admitted on video that it’s okay for him to fly on his Private Jet while preaching about ‘Climate Chang…,"North East, England",4615
328,2023-02-17 07:59:09+00:00,aldogrech,"Scalability is key with xBlade energy storage! Start small and grow as your needs change - no need to worry about outgrowing your storage solution.  #growwithxBlade #scalable
Invest now - https://t.co/ZUiW97Ocp1
@RaiseGreenInc
Retweet, reply, like for #freebie https://t.co/htetlGKCaX",global,0
329,2023-02-17 07:54:36+00:00,drmkota,"RT @BhopalDivision: Conserve Wetlands to Preserve the Future!
Wetlands are sustainable solution for climate change.
#ChooseLiFE
#MissionLiF…",,1
330,2023-02-17 07:54:22+00:00,BhopalDivision,"Conserve Wetlands to Preserve the Future!
Wetlands are sustainable solution for climate change.
#ChooseLiFE
#MissionLiFE #IndianRailways @RailMinIndia @gmwcrailway @wc_railway 
@drmkota @drmjabalpur @AshwiniVaishnaw @DarshanaJardosh @raosahebdanve https://t.co/m57x7mjlHv",,1
331,2023-02-17 07:52:51+00:00,RakeshUvacha,"@mariawirth1 @elonmusk For those who are uninformed of what Bill Gates is planning to do.

https://t.co/oHKuW8fDWQ",Bharat,4
332,2023-02-17 07:51:58+00:00,RakeshUvacha,"@drgahlawat @mariawirth1 @elonmusk Not dim the actual sun, but this is the way Bill Gates is trying to do it.

https://t.co/oHKuW8fDWQ",Bharat,0
333,2023-02-17 07:49:47+00:00,Eco1stArt,"RT @UNICEFBD: Climate change does not discriminate. It knows no borders.
 
We are all at risk – especially our children.
 
Countries must r…",USA,11
334,2023-02-17 07:48:49+00:00,PeterAskin1,"RT @LauraMuwanguzi: A message of hope. To all the people around the globe, I highly encourage everyone to be apart of the solution in the f…",,36
335,2023-02-17 07:44:43+00:00,Janekalamat,RT @truthshamesthe6: If depopulation is seen as a solution to the climate crisis &amp; RW fundamentalist oligarchs think letting SARS2 rip is a…,,6
336,2023-02-17 07:44:23+00:00,ghostsatelier,"The actual socio-political climate surrounding Israel is complicated and no 1 person can reasonably provide a foolproof solution to what’s happening 

But it really doesn’t take much to realize trying to murder an entire country’s population so you can live there instead is wrong",Japan,0
337,2023-02-17 07:43:06+00:00,Ay51887990A,RT @GrogsGamut: If your market-based solution to climate change doesn’t keep coal and gas in the ground it is not a solution except for tho…,Australia,52
338,2023-02-17 07:39:52+00:00,demeter_de,"RT @DemeterInt: #BIOFACH2023 Join us tomorrow for our session on #livestockfarming at 13h in room Olso!

Can #livestockfarming be a solutio…",Darmstadt,3
339,2023-02-17 07:39:49+00:00,Ruthiliana46,"RT @UNICEFBD: Climate change does not discriminate. It knows no borders.
 
We are all at risk – especially our children.
 
Countries must r…",Madrid.,11
340,2023-02-17 07:38:19+00:00,PrettyBaby1595,"RT @OpenForest_: As we explore the role of #climatetech in mitigating climate change, lets take a look at how our onboarding platform @NEAR…",,165
341,2023-02-17 07:34:38+00:00,abco1975,"@Rainmaker1973 Somebody have to talk with this guy and stop him
https://t.co/elqMC5uHE9",,0
342,2023-02-17 07:32:39+00:00,PR_Smith,RT @SuperNodeLtd: 6 days to go! Don't miss your chance to learn how the Supergrid is the best &amp; only way to achieve a successful energy tra…,London,3
343,2023-02-17 07:29:29+00:00,dulla_ud,"RT @UNICEFBD: Climate change does not discriminate. It knows no borders.
 
We are all at risk – especially our children.
 
Countries must r…",,11
344,2023-02-17 07:26:40+00:00,DianaUrge,"RT @FHBBiermann: A new piece by CNN, citing the call by 400+ academics for an International Non-Use Agreement on Solar Geoengineering:

htt…",,7
345,2023-02-17 07:25:50+00:00,DWATSBMDCHWTC,"RT @daisy061512: BBC reporter asked Bill Gates why his climate hoax Activism should be taken seriously.
Gates assure that despite his priva…",Earth,40
346,2023-02-17 07:24:41+00:00,Albert_Mur_Pera,"RT @mzjacobson: Given the magnitude+urgency of probs, best solution is one that can be implemented quickly at low cost while tackling all 3…",Barcelona,11
347,2023-02-17 07:24:03+00:00,PinkSlip4Pinky,I propose a new law:  Before a store can import something from China they should need to prove they could not purchase the same item from a company that makes them in America.  This is a better solution to climate change than forcing everyone to by Chinese green technology.,"Searchlight, Nevada",1
348,2023-02-17 07:23:01+00:00,timbercouk,Wood from Finland Conference - well managed Forests and TREES are a major part of the solution to climate change mitigation. Good to see together working on a Global level with Foresters leading the way across boarders  . Safe hands . #forestry #efg #economicforestrygroup #timber https://t.co/HKpVNN3KWS,"Marlow, UK",0
349,2023-02-17 07:18:31+00:00,Vysh_1,"RT @maland131: @CIFOR We are facing a climate crisis, which will worsen if soildegradation continues at its current rate. 
#SaveSoil. For…",,2
350,2023-02-17 07:14:53+00:00,effie_lynne,"RT @Brian_misiati: Renewable energy is at the heart of climate solution.

#ClimateAction https://t.co/spmgX5UPPW",,12
351,2023-02-17 07:08:16+00:00,elliemcohen1,RT @SenDaveMin: Proud to work alongside @BenAllenCA on SB 615. It's crucial that we do everything we can to combat climate change and recyc…,Coast Miwok land,2
352,2023-02-17 07:06:37+00:00,JoseLViveroPol,RT @hlpe_cfs: ⚠️The idea that the solution to hunger is to produce more dates back to the colonial period. It’s bad for the global environm…,"Yaoundé, Cameroon",7
353,2023-02-17 07:00:09+00:00,aldogrech,"RT @aldogrech: Experience the power of thermal management with xBlade! Our patented solution ensures optimal temperature control, maximizin…",global,1
354,2023-02-17 07:00:07+00:00,SuperNodeLtd,"6 days to go! Don't miss your chance to learn how the Supergrid is the best &amp; only way to achieve a successful energy transition and meet the goals of the Paris Climate Agreement of 2050.

'Supergrid Super Solution' by Eddie O’Connor &amp; @KOSullivanIT 
#supergrid @think_or_swim https://t.co/p3pSDHQBoK",Dublin,3
