Unnamed: 0,Time,User,Tweet,Location,Retweets,Cleaned_tweet,label
,,,"The point was not that humanity will be wiped out in years, but that continuing to use fossil fuels past guarantees reaching global warming levels capable of wiping out humanity this century (due to feedback loops in the climate systems - read about them).",,,point humanity wiped year continuing use fossil fuel past guarantee reaching global warming level capable wiping humanity century due feedback loop climate system read,positive
,,,"And what's interesting is that whenever they decide to try &amp; take our guns, mysteriously there is an uptick in gun violence - much like when they push Global Warming/Climate Change all of a sudden we have all kinds of natural disasters. Is it all just coincidence??",,,interesting whenever decide try take gun mysteriously uptick gun violence much like push global warming/climate change sudden kind natural disaster coincidence,negative
,,,New in :- A wave-driven surface circulation feature in Table Bay - Australian climate warming: change from &amp; global temp targets - Indigenous Knowledge of seasons &amp; annual cycles in atmospheric dispersion of pollutants ://,,,new wave-driven surface circulation feature table bay australian climate warming change global temp target indigenous knowledge season annual cycle atmospheric dispersion pollutant //,positive
,,,If they dont describe the fact that increasing CO due to human activity is rapidly warming the planet then theyre not fully factual. Negating the effect of CO on global warming threatens our childrens future. That is immoral behavior.,,,dont describe fact increasing due human activity rapidly warming planet theyre fully factual negating effect global warming threatens childrens future immoral behavior,negative
,,,"Vanessa stop buying the bullshizza. The earth is fine. Climate warming, crisis, change, whatever you call it is a BIG SCAM",,,vanessa stop buying bullshizza earth fine climate warming crisis change whatever call big scam,negative
,,,Chills? Wait I thought we were in a Climate Warming crisis?,,,chill wait thought climate warming crisis,negative
,,,"Nice propaganda meme. You really don't like science , do you.""The Harvard team discovered that Exxon researchers created a series of remarkably reliable models and analyses projecting global warming from carbon dioxide emissions over the coming decades.""",,,nice propaganda meme really like science you.the harvard team discovered exxon researcher created series remarkably reliable model analysis projecting global warming carbon dioxide emission coming decade,positive
,,,Carbon Brief has collected prominent climate model projections since to see how well they project both past and future global temperatures,,,carbon brief collected prominent climate model projection since see well project past future global temperature,positive
,,,"Nice. I lost three trees and had multiple roof leaks thanks to cold, wet, windy global warming - er, ""climate change"" this winter",,,nice lost three tree multiple roof leak thanks cold wet windy global warming climate change winter,positive
,,,"There is an enormous amount of scientific data that the global climate is warming, rapidly and as a consequence of man-made greenhouse gas emissions. It is worse in the sense that it will have serious negative effects for humans and other species. There is no cooling trend...",,,enormous amount scientific data global climate warming rapidly consequence man-made greenhouse gas emission worse sense serious negative effect human specie cooling trend,negative
,,,Global warming/ climate change.Fair elections.Honest Biden family member.Fbi..cia..atf...you get my drift.Banking.Investigating tictok...without comparing to facebook/instagram.,,,global warming/ climate change.fair elections.honest biden family member.fbi .. cia .. atfyou get drift.banking.investigating tictokwithout comparing facebook/instagram,neutral
,,,"The climate is always changing, that's what climate is. The grifters had to jump from ice age, to global warming, to climate change. It covers all angles. The name is a wordsmithed scam in itself.",,,climate always changing climate grifter jump ice age global warming climate change cover angle name wordsmithed scam,negative
,,,said No New In May Per Fatih Birol scale &amp; speed of efforts demanded by this critical &amp; formidable goal our best chance of tackling change &amp; limiting global warming to C make this perhaps the greatest challengenew jobs,,,said new may per fatih birol scale speed effort demanded critical formidable goal best chance tackling change limiting global warming make perhaps greatest challengenew job,positive
,,,Biden took a -car motorcade to Canada to address global warming. All the climate doomsters were too busy gluing themselves to artwork to notice. Newsletter,,,biden took -car motorcade canada address global warming climate doomsters busy gluing artwork notice newsletter,negative
,,,"Climate Scam, Fraud, Scare, Hoax, Ruse, Grift",,,climate scam fraud scare hoax ruse grift,negative
,,,""" if the CO concentration of the atmosphere present at the start of the industrial age were doubled (to ppm), the resulting additional watts per square metre of radiative forcing would translate into a C (. F) increase in air temperature.""",,,concentration atmosphere present start industrial age doubled ppm resulting additional watt per square metre radiative forcing would translate increase air temperature,positive
,,,'s Another Glacial Period 's Great Deluge Forecast 's Coming Ice Age 's Ozone Hole 's Global Warming 's Climate Change 's Climate Crisis Objectif : Redistribution des richesses par le biais de la politique environnementale.,,,another glacial period great deluge forecast coming ice age ozone hole global warming climate change climate crisis objectif redistribution de riches par biais politique environnementale,positive
,,,"There is no climate crisis, its all a scam. The planet is no longer warming &amp; more people die from cold. People have always died from weather events but with fossil fuels we are much more able to protect ourselves. Without them millions of people will freeze/starve to death!",,,climate crisis scam planet longer warming people die cold people always died weather event fossil fuel much able protect without million people freeze/starve death,negative
,,,"A large number of scientists are saying, yes, indeed, its warming &amp; they might even add that perhaps there is a matter of concern. Relatively few that I know of who even support the narrative would ever say that this is involving an existential threat.",,,large number scientist saying yes indeed warming might even add perhaps matter concern relatively know even support narrative would ever say involving existential threat,positive
,,,"OrWhat ifWe upgraded to Green energy instead of clinging to outdated technologies that harm our families, communities, and planet.",,,orwhat ifwe upgraded green energy instead clinging outdated technology harm family community planet,negative
,,,"At the academic conference, Dr. Adams of the XYZ Institute attributed changes in the climate to global warming and pollution of the atmosphere.",,,academic conference adam xyz institute attributed change climate global warming pollution atmosphere,positive
,,,Global Climate Warming Change,,,global climate warming change,positive
,,,"I remember in the montra-chant from the 'climate-experts' was that we were all at risk from a human-induced ICE AGE! Then Al Gore &amp; others were chanting the 'global warming' term. Since the polar ice caps didn't melt by , the term is 'climate change'. Climate maybe?",,,remember montra-chant 'climate-experts risk human-induced ice age gore others chanting 'global warming term since polar ice cap melt term 'climate change climate maybe,negative
,,,"Love this news. We must still remove fossil fuel cos social license, or they will frack areas where rewilding can happen &amp; suck up its funding as subsidies for themselves Rewilding Could Help Limit Warming Beyond C, Scientists Say",,,love news must still remove fossil fuel co social license frack area rewilding happen suck funding subsidy rewilding could help limit warming beyond scientist say,positive
,,,"Blaming everything on global warming, nothing new here.",,,blaming everything global warming nothing new,negative
,,,Nobel Prize &amp; Climate Change &amp; the Scientific Method The Science of Climate Change Physical Science Basis,,,nobel prize climate change scientific method science climate change physical science basis,positive
,,,"Warming-Fueled Supercells To Strike U.S. South More Often, Study Warns",,,warming-fueled supercells strike .. south often study warns,negative
,,,"s supercharged summer of climate extremes: How global warming and La Nia fueled disasters on top of disastersThis article by Kevin Trenberth , Distinguished Scholar, NCAR; Affiliated Faculty, University of Auckland , is republished from T",,,supercharged summer climate extreme global warming nia fueled disaster top disastersthis article kevin trenberth distinguished scholar ncar affiliated faculty university auckland republished,negative
,,,"Warming-fueled supercells will hit the southern U.S. more often, a study warns to climate crisis legal storms to strike more frequently.",,,warming-fueled supercells hit southern .. often study warns climate crisis legal storm strike frequently,negative
,,,"Ice age in the s, acid rain in the s, greenhouse effect, global warming, now the climate crisis. Its all semantics and its all a multi million dollar scam.",,,ice age acid rain greenhouse effect global warming climate crisis semantics multi million dollar scam,negative
,,,Love how the global warming hypothesis was brazenly renamed climate change to also include cooling,,,love global warming hypothesis brazenly renamed climate change also include cooling,positive
,,,"The world is still off-track to avert the most dangerous consequences of global warming.Join IPI , , , &amp; to discuss climate litigation, ecocide, environmental protection &amp; int'l law",,,world still off-track avert dangerous consequence global warming.join ipi discus climate litigation ecocide environmental protection int law,negative
,,,What?,,,,neutral
,,,"Why did it go from ""global warming"" to ""climate change "" . Is it because the earth has been cooling for the last years or so ?",,,global warming climate change earth cooling last year,positive
,,,"Oh, and by the way - averaging global warming rate since the industrial revolution, as you did there, is of course massively disingenuous. The rate of change is considerably faster than that now. )%per%decade.",,,way averaging global warming rate since industrial revolution course massively disingenuous rate change considerably faster per decade,positive
,,,"And when they get hysterical about heatwaves in the summer and connect it to global warming and climate change, it's no longer weather?",,,get hysterical heatwaves summer connect global warming climate change longer weather,positive
,,,Robert you don't seem bright to me.,,,robert seem bright,positive
,,,"Biggest fight for Republicans is climate crisis, brought up it in bank hearing. Fox working overtime on discrediting. They can block every beneficial piece of legislation but they can't stop the effects of warming planet. Unless they start today. No amount of $$ will help.",,,biggest fight republican climate crisis brought bank hearing fox working overtime discrediting block every beneficial piece legislation stop effect warming planet unless start today amount help,negative
,,,"Dr. Wielicki, your recent Tweet struck a chord with me. Ive been following the anthropogenic global warming story for about years. I took a class a few months back on geology and have been wondering about there being a tie between continental movements and climate change.",,,wielicki recent tweet struck chord ive following anthropogenic global warming story year took class month back geology wondering tie continental movement climate change,negative
,,,"Where the hell is common sense and logic, instead of believing ever damn thing your phone tells you do some research and youll find climate change like global warming and global cooling is a Fing hoax!Its all about money and control! Wake up and realize youve been snookered",,,hell common sense logic instead believing ever damn thing phone tell research youll find climate change like global warming global cooling fing hoax money control wake realize youve snookered,negative
,,,"Yeh, they stopped calling it global warming now its climate change Thery'll call it whatever they want to keep feeding us a load of bullshit.they're going to kill millions of people with their net zero crap. evil",,,yeh stopped calling global warming climate change thery call whatever want keep feeding load bullshit.they going kill million people net zero crap evil,negative
,,,s El Nio ocean cycle could bring unimaginable heat after three years of the cooling La Nia effect.Forecasters have predicted that the El Nio weather cycle could push the world past crucial climate change barriers.We are all going to die,,,nio ocean cycle could bring unimaginable heat three year cooling nia effect.forecasters predicted nio weather cycle could push world past crucial climate change barrier going die,negative
,,,"I know now why they changed it from global warming to climate change. because they can't convince people it getting warmer, because it not",,,know changed global warming climate change convince people getting warmer,positive
,,,yesterday: Hole in the sun? See - it's global warming/cooling/climate change!,,,yesterday hole sun see global warming/cooling/climate change,neutral
,,,"We know that inhalational anaesthetic agents all have global warming potential to varying degrees, which I explored with a climate scientist in episode of Ether/Or. Using equipment set high up in the Swiss Alps, he can detect anaesthetic gases in the atmosphere.",,,know inhalational anaesthetic agent global warming potential varying degree explored climate scientist episode ether/ using equipment set high swiss alp detect anaesthetic gas atmosphere,positive
,,,"Not even I expected this utterly backwards illogical reasoning for why global warming is in fact a good thing.Deniers have jumped from its not happening, humans arent causing it, to turns out ruining the planet is better than a return to an ice age in years",,,even expected utterly backwards illogical reasoning global warming fact good thing.deniers jumped happening human arent causing turn ruining planet better return ice age year,positive
,,,"""The best available evidence shows that, on the contrary, warming is likely to more or less stop once carbon dioxide (CO) emissions reach zero, meaning humans have the power to choose their climate future.""",,,best available evidence show contrary warming likely le stop carbon dioxide emission reach zero meaning human power choose climate future,positive
,,,there is no climate crisis stop with fear mongering NASA proves no global warming for over years however the quickest way to destroy the economy is with no burning of fossil fuels I prefer not to be broke eating bugs,,,climate crisis stop fear mongering nasa prof global warming year however quickest way destroy economy burning fossil fuel prefer broke eating bug,negative
,,,"Some alternate sources for the nice lady who ""Did her research""....",,,alternate source nice lady research,positive
,,,"Cities are going to buckle and snap under C of global warming. Infrastructure will be pushed well beyond its outer limits. Honest, daily climate conversations from municipal councillors on our shared climate reality is long overdue. Where is the climate courage?",,,city going buckle snap global warming infrastructure pushed well beyond outer limit honest daily climate conversation municipal councillor shared climate reality long overdue climate courage,positive
,,,I dont think the rich get a beach house because they thought it had long term value. They likely just wanted a place to swim at and are rich. Listen to actual scientists instead.,,,dont think rich get beach house thought long term value likely wanted place swim rich listen actual scientist instead,negative
,,,Says the guy that wants to ban airplanes because someone decided that a good money making scam would be to spread Global Warming &amp; climate control hoax on people.,,,say guy want ban airplane someone decided good money making scam would spread global warming climate control hoax people,negative
,,,"Thalidomide is good for pregnant women, getting rid of cfc's will close the ozone hole, Iceage, rebranded to global warming, to Climate change all with a year deadline, YK. And they wonder why no-one trusts ""the science."" H did in the ' Eugenics was the science then!",,,thalidomide good pregnant woman getting rid cfc close ozone hole iceage rebranded global warming climate change year deadline wonder -one trust science eugenics science,positive
,,,If you notice they call it climate change - which is by definition the natural occurring cycle of climate in the earth. Global warming is man made. So technically they arent lyingI guess.,,,notice call climate change definition natural occurring cycle climate earth global warming man made technically arent lyingi guess,positive
,,,Climate Science is not up for debate hence why they make predictions a hundred plus years our so no one is alive. Reality is Climate Science claimed global cooling then global warming and now climate change. Theyve been caught altering data.,,,climate science debate hence make prediction hundred plus year one alive reality climate science claimed global cooling global warming climate change theyve caught altering data,positive
,,,"Another fake ass, global warming study",,,another fake as global warming study,negative
,,,I am sorry and feel awful for the people of Africa but floods have happened around the world before all this blame Global warming/ Climate change. Our focus should be with the farmers keeping them away from flood plains. Use knowledge not guess work and lies,,,sorry feel awful people africa flood happened around world blame global warming/ climate change focus farmer keeping away flood plain use knowledge guess work lie,negative
,,,"In any conversation or debate on climate change always ask, ""what does satellite data show us?(from ) Global Warming: Media Ignore Sharp Drop In Global Temperatures Over Past Two YearsWhy didn't they check the satellite data on global temperature?",,,conversation debate climate change always ask satellite data show global warming medium ignore sharp drop global temperature past two yearswhy check satellite data global temperature,negative
,,,"Emissions should've peaked long ago to avoid horrific - C of global warming which may be expected by - due to economic doom-growth. But don't forget, rapid extinction isn't just about climate. Doom-growth means deforestation, pollution, overkilling of species...",,,emission peaked long ago avoid horrific global warming may expected due economic doom-growth forget rapid extinction climate doom-growth mean deforestation pollution overkilling specie,negative
,,,Due to global warming because tornadoes never happened until now.,,,due global warming tornado never happened,positive
,,,"The leftists always win the language battle. As the ""global warming"" myth had to be renamed ""climate change"", ""equality"" has morphed into , presumably because we are not all equal--and only skin color matters. The opposite of what MLK envisioned.",,,leftist always win language battle global warming myth renamed climate change equality morphed presumably equal -- skin color matter opposite mlk envisioned,positive
,,,"Climate prognostications for the last years are fabulously wrong. We still have cold , snow and ice at both poles. We still have winters. since global warming stalled, paused and we just had years of La Nina. IPCC a sham. No credibility.",,,climate prognostication last year fabulously wrong still cold snow ice pole still winter since global warming stalled paused year nina ipcc sham credibility,negative
,,,"Oh so the ONLY explanation for finding a city under water is melting ice? No land shifts, no volcanos, no platonic shifting, nope none of that scientific stuff could possibly cause a city to submerge. Has to be the Boogie Man; Global Warming, I mean Climate Change of Crisis, or",,,explanation finding city water melting ice land shift volcano platonic shifting nope none scientific stuff could possibly cause city submerge boogie man global warming mean climate change crisis,negative
,,,LMAO the GCs denying climate change &amp; global warming now and talking about the wrath of God &amp; were supposed to take these people seriously,,,lmao gc denying climate change global warming talking wrath god supposed take people seriously,positive
,,,"Outspoken climate scientist Michael Mann, creator of the hockey stick global warming graph, joined UPenn in the fall and is studying noreasters like the Snowmaggedon that shut down Philly in February",,,outspoken climate scientist michael mann creator hockey stick global warming graph joined upenn fall studying noreaster like snowmaggedon shut philly february,positive
,,,"lol in the s, s it was going to be an ice age coming. Since the s we went from oh an ice age is coming to global warming to climate change. These are all politically motivated scientific findings. lol. What ever fits the moment for all politicians.",,,lol going ice age coming since went ice age coming global warming climate change politically motivated scientific finding lol ever fit moment politician,positive
,,,"/ No, it promises to be the death of vivilisation as we know it, likely taking as back to pre-industrial revolution living, if not even further back.After all, it was the industrial revolution that started the decline to global warming / climate change and it is now far",,,promise death vivilisation know likely taking back pre-industrial revolution living even back.after industrial revolution started decline global warming climate change far,negative
,,,This is how our N American mountain tops looked like yrs ago i.e. before the great global warming took place i.e. before humans induced 'climate change'.,,,american mountain top looked like yr ago .. great global warming took place .. human induced 'climate change,positive
,,,my replies to you still here - sent you this link to a good climate change doco (only part one apparently),,,reply still sent link good climate change doco part one apparently,positive
,,,"Did you not get the memo Bob?The favoured propaganda term is not global warming anymore, it is climate change..",,,get memo bob favoured propaganda term global warming anymore climate change ..,positive
,,,"I'm . When I was born the scientists were worried about a new ice age, in the s it was acid rain, in the s it was global warming, in the s it was climate change. the climate is always changing. just keep it clean.",,,born scientist worried new ice age acid rain global warming climate change climate always changing keep clean,positive
,,,"People were told about the long term strategy in the 's. Post industrialization resource scarcity. It was renamed global warming, now climate change. For all their faults the Chinese think in generations. Americans have been reduced to thinking - seconds at a time.",,,people told long term strategy post industrialization resource scarcity renamed global warming climate change fault chinese think generation american reduced thinking second time,negative
,,,Weird the called it global warming now it's climate change. Give it ten years it'll be ice age worries. Just stop,,,weird called global warming climate change give ten year ice age worry stop,negative
,,,"It's give more money to ""global warming"" AKA Climate change. That will keep the hurricanes away so we don't endure damage. What is wrong with these people",,,give money global warming aka climate change keep hurricane away endure damage wrong people,negative
,,,Several scientists contributed to a new report for Intergovernmental Panel on Climate Change advising that limiting global warming to degrees Celsius will require drastically changing how we consume energy across all sectors.,,,several scientist contributed new report intergovernmental panel climate change advising limiting global warming degree celsius require drastically changing consume energy across sector,positive
,,,Really? In the time of Climate Change/global warming it just might have an importance that she has not grasped. Also the economic issues that affect rural areas just might need input from someone with her background. The post was hers to shape and make a difference &amp; she blew it,,,really time climate change/global warming might importance grasped also economic issue affect rural area might need input someone background post shape make difference blew,positive
,,,"THE ENTIRE BIDEN ADMINISTRATION IS TAKING ADVANTAGE OF THE AMERICAN TAXPAYER! NOW THEY CALL IT CLIMATE CHANGE/BECAUSE GLOBAL WARMING NEVER HAPPENED, FOR YEARS THE WORLD HAS BEEN ENDING, THIS IS ONE MORE WAY TO STEAL FROM THE TAXPAYER..WE MUST GET RID OF ALL THESE IMPOSTORS!",,,entire biden administration taking advantage american taxpayer call climate change/because global warming never happened year world ending one way steal taxpayer .. must get rid impostor,negative
,,,"With a rapidly closing window for action to limit warming to globally-agreed levels, calls are growing louder for the state to set even more ambitious goals to reduce . (/) Read more:",,,rapidly closing window action limit warming globally-agreed level call growing louder state set even ambitious goal reduce read,positive
,,,"To what extent is climate change caused by human activity, and what can we do to mitigate the impact of global warming?",,,extent climate change caused human activity mitigate impact global warming,positive
,,,"Good to see you've realised that the global warming hysteria was a blatant lie. Now, it seems like you've completely flipped and are worried about the cold.Climate change is natural - stop letting people exploit that - follow the money, and you'll see who wants you to be scared.",,,good see realised global warming hysteria blatant lie seems like completely flipped worried cold.climate change natural stop letting people exploit follow money see want scared,negative
,,,There is gun control but no enforcement. Criminals run the streets because democrats will not lock them up. Climate change is a myth or the would not have changed from global warming years ago. Countries cant run on communism like the democrats want,,,gun control enforcement criminal run street democrat lock climate change myth would changed global warming year ago country cant run communism like democrat want,negative
,,,Climate resilience: Is the UK ready for the impacts of global warming? | Read:,,,climate resilience ready impact global warming read,positive
,,,"My big problem now w/DeSantis is him lying about global warming doing the Devil's work with AOC and Climate Change radicals. This has cleared the path to erect wind farms along the Atlantic coast, killing whales and many dolphins in the last months.",,,big problem /desantis lying global warming devil work aoc climate change radical cleared path erect wind farm along atlantic coast killing whale many dolphin last month,negative
,,,"It went from being called ""Global Warming""...to ""Climate Crisis"". When the earth wasnt warming to the degree that left wanted it to in order to push their goofy bills, they needed to rebrand.",,,went called global warming climate crisis earth wasnt warming degree left wanted order push goofy bill needed rebrand,negative
,,,Yeah and the polar icecaps are melted and polar bears went extinct and by July we'll all be dead.... Or maybe Gobal Cooling/Global Warming/Climate Change/Whatever-Think-of-Next is a massive scam based on a childish view of how things work.,,,yeah polar icecap melted polar bear went extinct july dead maybe gobal cooling/global warming/climate change/whatever-think -- next massive scam based childish view thing work,negative
,,,"Look at the global warming trend over the last years. Oh. Doesnt support your man caused it, man can prevent it theory? RE: the ice age. Has mankind impacted the environment? Without question. Can man control the climate? No, without question.",,,look global warming trend last year doesnt support man caused man prevent theory ice age mankind impacted environment without question man control climate without question,negative
,,,"Yes. The lack of climate change is an emergency.Why is there snow on the ground right now?I was promised global warming, dammit.",,,yes lack climate change emergency.why snow ground right promised global warming dammit,positive
,,,"Yeah, we know. The Fake News will tell us all weather events are the fault of climate change/global warming/ co emissions etc.",,,yeah know fake news tell weather event fault climate change/global warming/ emission etc,negative
,,,Continued warming of the climate would see a rise in the number and spread of potentially fatal infections caused by bacteria found along parts of the coast of the United States...,,,continued warming climate would see rise number spread potentially fatal infection caused bacteria found along part coast united state,positive
,,,"How many times was it years before irreversible climate change, or global cooling, or global warming(lost track which term it is now lol). Sorry if I'm not smart enough to take the n-th time as seriously",,,many time year irreversible climate change global cooling global warming lost track term lol sorry smart enough take time seriously,positive
,,,Antnio Guterres from the Portuguese Socialist Party (Communist) to the IPPC. Understand now why the IPPC goes easy on Communist China and RUSSIA on imaginary global warming.The In-depth Story Behind a Climate Fraud via,,,antnio guterres portuguese socialist party communist ippc understand ippc go easy communist china russia imaginary global warming.the -depth story behind climate fraud via,positive
,,,"What conspiracy Like ""climate change"" used to be global warming then the ozone layer scared children were shamed for using aerosol hairspray. As a kid I used pump hairspray but thats nothing compared to the aerosols we use as auto techniciansNow Dems are going after Natural Gas",,,conspiracy like climate change used global warming ozone layer scared child shamed using aerosol hairspray kid used pump hairspray thats nothing compared aerosol use auto techniciansnow dems going natural gas,negative
,,,Lindzen argued that the human-induced effects of greenhouse gases on the climate are overstated and that natural variability plays a larger role in climate change than is typically acknowledged.,,,lindzen argued human-induced effect greenhouse gas climate overstated natural variability play larger role climate change typically acknowledged,positive
,,,"""Just of all the hundreds of thousands of companies in the world have been responsible for % of the global GHG emissions that cause global warming since """,,,hundred thousand company world responsible global ghg emission cause global warming since,positive
,,,"To mitigate imminent threats of global warming, the U.S. has launched two ambitious goals halving its carbon emissions and protecting % of its land. Conservation will be key for both. Our CEO Larry Selzer explains: .",,,mitigate imminent threat global warming .. launched two ambitious goal halving carbon emission protecting land conservation key ceo larry selzer explains,positive
,,,"The US will probably get more killer tornado- and hail-spawning supercell storms due to global warming, a new study by reveals. Story by reporter",,,probably get killer tornado- hail-spawning supercell storm due global warming new study reveals story reporter,negative
,,,Climate changes are already decreasing the amount of fish available to catch for many species in our oceans. The World has set the goal to limit global warming to oC.Achieving this goal would reduce the impacts of climate change on global fisheries.,,,climate change already decreasing amount fish available catch many specie ocean world set goal limit global warming .achieving goal would reduce impact climate change global fishery,positive
,,,Wait I thought the solution was to send in social workers. Can you people please make up your minds? Although not surprise from the Global Warming no wait Climate Change folks.,,,wait thought solution send social worker people please make mind although surprise global warming wait climate change folk,positive
,,,"We need to talk about sulfur dioxide. We have, finally, started to cut its emissions (it is a pollutant with nasty health impacts + acid rain). We have started to wind-down a giant parasol that had been limiting global warming. Source: The Climate Book,",,,need talk sulfur dioxide finally started cut emission pollutant nasty health impact acid rain started wind-down giant parasol limiting global warming source climate book,negative
,,,"First it was Man Caused Global Warming and people realized it was a lie.Second it was just Global Warming and people saw leaked email showing the temps dropped.Then it was Climate Change which ppl realized has been going on since time began.NOW, it is Climate Disaster!! Next?",,,first man caused global warming people realized lie.second global warming people saw leaked email showing temp dropped.then climate change ppl realized going since time began.now climate disaster next,negative
,,,Flashback: Earth serially doomed: The official history of climate Tipping Points began in A new global warming -yr deadline from Rep. Ocasio-Cortez,,,flashback earth serially doomed official history climate tipping point began new global warming deadline rep. ocasio-cortez,negative
,,,Damn Global warming!! Oh wait..its climate change now?!Right? I need to get rid of my gas stove.,,,damn global warming wait .. climate change right need get rid gas stove,negative
,,,Stunning image shows first snowfall in a decade in North Americas hottest desert because Global Warming.,,,stunning image show first snowfall decade north america hottest desert global warming,positive
,,,That's because it's a slush fund... Hence Global Warming... The Climate Crisis... Man made Crisis.. The spary ionizes the sky absorbing the heat instead of deflecting it creating the atmosphere to heat up hence global warming. I've done so much research on this and it's insane.,,,slush fund hence global warming climate crisis man made crisis .. spary ionizes sky absorbing heat instead deflecting creating atmosphere heat hence global warming done much research insane,negative
,,,"Nobody is going to fix this. Jersey is so corrupt. Wind turbines. Nord Stream pipeline. We are killing this planet all under the guise of climate crisis, global warming. Because politicos are making money hand over fist.",,,nobody going fix jersey corrupt wind turbine nord stream pipeline killing planet guise climate crisis global warming politico making money hand fist,negative
,,,"Arson .. but you guys are going to blame 'Climate Warming, Emergency Panic, Global Change, We're All Gonna Burn' for it .. that or either Convid or the Tories.",,,arson .. guy going blame 'climate warming emergency panic global change gon na burn .. either convid tory,negative
,,,Why dont you tell that to all the elites and climate activists who keep buying houses that are currently on the wooder. The global warming scam load of fucking bullshit Ive ever heard. Theres something wrong w you pushing this nonsense.,,,dont tell elite climate activist keep buying house currently wooder global warming scam load fucking bullshit ive ever heard there something wrong pushing nonsense,negative
,,,"The issue of LGBTQI which has erupted has stolen the main focus and agenda of Kamala Harris visit. There are other things she touched on including support of the debt deficit, global warming and climate change and that has lost it relevance because of most folks being homophobic.",,,issue lgbtqi erupted stolen main focus agenda kamala harris visit thing touched including support debt deficit global warming climate change lost relevance folk homophobic,negative
,,,At last - something that makes sense: the Oxford study considered the difference in action on global warming between short-lived climate pollutants such as methane and long-lived climate pollutants such as carbon dioxide.,,,last something make sense oxford study considered difference action global warming short-lived climate pollutant methane long-lived climate pollutant carbon dioxide,positive
,,,Rewilding animal populations to enhance natural carbon capture and storage is known as animating the carbon cycle &amp; should be included in the scope of climate solutionsStudy shows it,,,rewilding animal population enhance natural carbon capture storage known animating carbon cycle included scope climate solutionsstudy show,positive
,,,Is Destabilizing Insurance IndustryInsurers face acrisis of confidenceas global warming makes weather events unpredictable and increases damage,,,destabilizing insurance industryinsurers face acrisis confidenceas global warming make weather event unpredictable increase damage,negative
,,,"You know they changed the term ""global warming"" to ""climate change"". They found the planet wasn't actually warming much. But they need to panic you so they can take more $ from you and you'll go along with it.",,,know changed term global warming climate change found planet actually warming much need panic take along,negative
,,,"And the point is not about global warming (or climate change as alarmists now want to call it), nor even about anthropogenic global warming.It is about *catastrophic* anthropogenic global warming. /",,,point global warming climate change alarmist want call even anthropogenic global warming catastrophic anthropogenic global warming,neutral
,,,"What were dealing withcientists at Exxon predicted future global warming with stunning accuracy as early as the s, even as the firm has publicly contradicted its own findings and sowed doubt about climate change",,,dealing withcientists exxon predicted future global warming stunning accuracy early even firm publicly contradicted finding sowed doubt climate change,negative
,,,"It's all about CONTROL !!!The Plandemic was a year experiment Vax =MyocarditisGlobal Warming ....changed to Climate Changeand now minute cities.There's a lot of talk but very little being done.STRENGTH in NUMBERS...but ppl have been dumbed down with tv, and mobiles",,,control plandemic year experiment vax =myocarditisglobal warming .changed climate changeand minute cities.there lot talk little done.strength numbersbut ppl dumbed mobile,negative
,,,"Hast du das gelesen, was du verlinkt hast?""The impacts of climate change include global warming, rising sea levels, melting glaciers and sea ice as well as more severe weather events.""",,,hast da gelesen verlinkt hast impact climate change include global warming rising sea level melting glacier sea ice well severe weather event,neutral
,,,"Global warming is changing the way trees grow, new research suggests.",,,global warming changing way tree grow new research suggests,positive
,,,"Why don't we ban her hair products?? Gotta save the environment, stop global warming and climate change....",,,ban hair product got ta save environment stop global warming climate change,negative
,,,"As global warming causes local , it will affect the amount of food available for birds and other animals. A world of smaller-brained animals may prove to be another negative effect of .",,,global warming cause local affect amount food available bird animal world smaller-brained animal may prove another negative effect,negative
,,,"Add idolatry of a globalist asset named Greta Thurnberg? I'm sure you're a kind person. I just wish you'd research ALL scientists esp the ones smeared by the outlets you like. You're being used by an agenda. It was ""global warming"" now ""climate change"". The threat is invented.",,,add idolatry globalist asset named greta thurnberg sure kind person wish research scientist esp one smeared outlet like used agenda global warming climate change threat invented,positive
,,,Links to CLIMATE CHANGE and the ENVIRONMENT,,,link climate change environment,neutral
,,,"It's fine. When RDS talked the other day re: climate, he even took the time to hedge, adding an ""I don't know""...The first president who talked about ""Global warming"" as a real problem &amp; man-made issue was a Republican, so it's not weird - President Bush (Senior! In the s!)",,,fine rds talked day climate even took time hedge adding knowthe first president talked global warming real problem man-made issue republican weird president bush senior,negative
,,,As the worsens and deforestation continues in Borneo - the risk of forest fires will only increase.We cant protect forests without ending the finance driving deforestation.,,,worsens deforestation continues borneo risk forest fire increase cant protect forest without ending finance driving deforestation,negative
,,,"I get so sick of hearing about so called climate change, it use to be global warming, we were told for over years the world was going to end in yrs, yrs, yrs, and here we are. Again I'll say it. After the flood God promised we would have seasons until his return.",,,get sick hearing called climate change use global warming told year world going end yr yr yr say flood god promised would season return,positive
,,,"Let me guess: you think the Royal Swedish Academy of Sciences is in on the Great Global Global Warming Hoax too, right?How climate models got so accurate they earned a Nobel Prize [in Physics]",,,let guess think royal swedish academy science great global global warming hoax right climate model got accurate earned nobel prize physic,positive
,,,"Thinking all the liberal climate change fanatics moved into Michigan cause they know there's no global warming here, and voted Dem",,,thinking liberal climate change fanatic moved michigan cause know global warming voted dem,positive
